address,amount0,amount1,amount2,amount3,amount4,amount5
0x2D4bA962F08688f5b92DcC52A76664b470d28BE6,1,1,403287,1209862,1,1
0x35051d96e3cEc62866aCDb9c72B90CBBFBE531f0,1,1,396168,1188504,1,1
0x23F918b1D17540C44C9f567337721b5064b62931,1,1,385088,1155264,1,1
0xd2DDe0043F937A36ce9cFeba3C47131e57Fb383c,1,1,384564,1153692,1,1
0x363AaD8F150738b9661699670F08745C48AbaF37,1,1,383048,1149146,1,1
0x0aA66aD1f5cf0A257be48511766C11Ce49394f66,1,1,368275,1104825,1,1
0xC8d9F02A4959E286E644Fd8f918EC8c8206bBb16,1,1,367784,1103352,1,1
0x33EcdCdA7bC83F9bE493F048CDed6B28c378A8E2,1,1,364455,1093367,1,1
0x7Ee6E62e5D14851AaA095BC40D7225ae3550d1d1,1,1,361050,1083151,1,1
0x1a084DCc5A40C46dBa36461D52f1B87D353fCB91,1,1,360908,1082726,1,1
0xF604466908D47C9f0F7a385B92e7EC0ba7f8Ac43,1,1,360288,1080866,1,1
0x8861C4Fb822C53036cFf151b7380Ef48CBa51ef9,1,1,358369,1075107,1,1
0x30b2d8245ae236b67ffA668BfE839450e91fe02C,1,1,351239,1053719,1,1
0x60Cde5fa2265cf960Cffd8Be52Ec463218a21F2a,1,1,350918,1052756,1,1
0x0fE76CD88D879dC1EC90901c74dce9b115469d0e,1,1,346010,1038031,1,1
0x5CeE902D62e28b9B7fcc8dD6BDcF6C48048D9C4E,1,1,342185,1026555,1,1
0x28Ed1746f6ebD3BFdBf4B6b9A676ad5B3B676028,1,1,341745,1025235,1,1
0x9aB23ef5ef51520aC09bd5e56Eb95586547547f4,1,1,335518,1006555,1,1
0xBf1468670Cc681321b158D18460126e9775B24fD,1,1,332555,997666,1,1
0x91b23E9f248BEbe451bc9A9cFB30cA86de674150,1,1,329499,988498,1,1
0xD7ff209255fd7065C35DCed2A3038A0eccB6966E,1,1,326203,978609,1,1
0xa1d90C49585Fb6Cb1e4d51867FC7301b11Df0b7C,1,1,325411,976234,1,1
0x44FAB7D0750c19798bE8743c8a1CdC940e26E52B,1,1,325054,975163,1,1
0x993baea644D01aB1e317a2116b09b4290F8d7413,1,1,322482,967448,1,1
0xF64C498892a44F8304BEf8c3C4E916049EdCe986,1,1,319453,958359,1,1
0x1139Cc649bD4CFAb99a2baAbbF1FcDD25B6cf4d5,1,1,316532,949597,1,1
0x82836bEeC68EAB7fec7C81B2aBde29E7c3198558,1,1,307608,922825,1,1
0x1bA65a655397e09c811cc5c95f783a19c6B6e727,1,1,301996,905990,1,1
0x5B69CE36a673a112Ef40d5993F1fe6283D459E3f,1,1,297978,893936,1,1
0x0521B2c69e15B76286fB4e881eEafc9681D81ac1,1,1,297790,893372,1,1
0xc7c26576c799F75721F1442C620d7C262Ed70B8C,1,1,295027,885082,1,1
0x4A00C5c84db7C76378645041E81d23657b9187c2,1,1,292555,877666,1,1
0x95A2A4b9c03825E9DD27241c15a0F7eE31397b4E,1,1,282961,848883,1,1
0xE93C7A6529f479A83E7210310192eEf2b5E5fa76,1,1,280986,842958,1,1
0x439E90fB24A850d75b3c8f26aB6fe37E8b34995F,1,1,274695,824087,1,1
0x23134B4ee6C8fdb4bfCDB7D1942B5AE65D832CB2,1,1,272551,817653,1,1
0x3Ee1176FCa163da5De538feFFF7403B2D768d5f7,1,1,269912,809737,1,1
0x636fe9cF2D2E9891289bE77a4B29b298FD501d52,1,1,256479,769437,1,1
0xc6360F50517ef8314B2B21fF9b0041C64CBf72e8,1,1,255457,766371,1,1
0x12E2E541367f032f65d1E8935D81e7d8975480c3,1,1,255372,766118,1,1
0x42e8dcDef01c7C495993F5b188e2a0df936F8829,1,1,251788,755365,1,1
0x6518208f6B8DC0d039A917D9d2daDC7a0431a3B7,1,1,251422,754268,1,1
