address,amount0,amount1,amount2,amount3,amount4,amount5
0x64a900D22Eb4A6b34c5994b196B882a9cE760efC,1,1,1125191,3375574,1,1
0x618aE806480735E9b49820416a491c9F84c41246,1,1,1106760,3320281,1,1
0x3E0ed5ff61836c1b08A359D7989017C9994CF8B6,1,1,1105103,3315310,1,1
0x47df74384d978d56Ce135D43fd4889Ddf0FCEB6e,1,1,1099493,3298479,1,1
0xBc6bfb152583dA849Fb9e55c0201a7dB75333d4a,1,1,1063086,3189260,1,1
0x7A145791A8C5f76DCdB71A7090dcCd740Fc91053,1,1,1042776,3128328,1,1
0xB58Ba2B809010f64355Ce516Aa2C5cE1ec68Fa1f,1,1,1037544,3112634,1,1
0x7B77AAbDf3a029C4C545A2Abf36A85420978d323,1,1,1036227,3108682,1,1
0xB1B9bec48DD103311FB15c0d091E1A27B8A63108,1,1,1030739,3092218,1,1
0x2EB2b11e79012D9deC59456D365863BE18842F81,1,1,1024106,3072320,1,1
0xd05E9D8Af8E749dc143c7A026baf28a4A882c1BD,1,1,1020675,3062027,1,1
0xd998e2E0226521A90F3D3F127585Fed01f89e97e,1,1,1018051,3054155,1,1
0x3E6bD5298F05cc9d272B34AeC6c6718890501493,1,1,1014822,3044468,1,1
0x2a9e249B495a759890372120AC4c1323BbD28746,1,1,1013000,3039000,1,1
0xf0835d408653116664D7bbcDB757B5988972849a,1,1,1003376,3010130,1,1
0x7eb6Ab7fCA0175e19Fa024450f24c5c0c53B0f41,1,1,940729,2822189,1,1
0x413D9aA53A00c91F6d7a4786CB8F064f9884E9a1,1,1,939452,2818358,1,1
0x5E0F85302beb7003E379CC243d28b1FB67F0E227,1,1,915213,2745640,1,1
0x670E4C76Dfa902992DB3fBB8063a2D135Cf6b916,1,1,911012,2733038,1,1
0xF7aB5F9Db3B621877C123d4f7f9ec61997cCa0A4,1,1,908994,2726983,1,1
0x0360C48b9Cf0c6Ee2Da7373623b7f8151c08b10C,1,1,847402,2542207,1,1
0xfe9C3BDd1B2aF28Ff172f08D0989Ee7680231ff7,1,1,815663,2446991,1,1
0x078206EFc6081F88aca67c15427A9468328335C4,1,1,800851,2402553,1,1
0x4ce6D507d1726eFC932100502f1D0bFFe1f5f22F,1,1,792641,2377924,1,1
0x956fE32990E08f21c2c6fcD063496F5Ddf078b81,1,1,790352,2371056,1,1
0x3c5f645c6E8a8eACed4EAF6c5afCC846F15529A5,1,1,768305,2304917,1,1
0xC00a6614B8030cE216302016e11C6B4140B5e499,1,1,766126,2298379,1,1
0x9919D629d032d8Fb9A10bd584Fb2B2510A3d3fb2,1,1,759537,2278613,1,1
0xB23667c43048B63818381bf1E7B175A48bF395a3,1,1,758149,2274449,1,1
0xc63B0DD4cD2A07421984FB49F47D85F0A8a95301,1,1,740129,2220389,1,1
0x315a837fF31eb6982ec65298B4D4F2E2D38aAaad,1,1,704958,2114874,1,1
0x68a5AAe9EB5932892Ce882AAb43B696D8c24A115,1,1,689768,2069304,1,1
0x2A9df1a1D6648208a560069B75e2deE48Ae8F427,1,1,670275,2010825,1,1
0x5b14D33499e2d41e0a05F6873DDDF5722e2756D8,1,1,669598,2008794,1,1
0x247029C4158e573A915E343c76E7bd103465d8E8,1,1,631402,1894207,1,1
0x88175c2421930DD3a652C967a7Bb8faA7161a3b8,1,1,625244,1875732,1,1
0x5c1Fdb0E4B0610655546e1729f00b8B57a70DB16,1,1,623567,1870702,1,1
0xc40D51f6259EA2A2c1015313Ed0C9B0CFA899338,1,1,585078,1755235,1,1
0xF44B294F9F731579433dC17888757F1f05d3E79d,1,1,579187,1737561,1,1
0x84Ecf15af6fEC307aFeAB934b46947967Bc02d5f,1,1,576296,1728888,1,1
0x75c26063e9A24429B8b984Eb3969e0D117820c28,1,1,559288,1677864,1,1
0xCc40eC4421382211702CB7Ecd55f33623A4B5C39,1,1,550587,1651763,1,1
0xDBd49A4D4137BBCb9849C58c8b99bc4FF8c1a927,1,1,542521,1627565,1,1
0x93c788CD197976103612f721ea15E3c0a0a09FC3,1,1,488477,1465431,1,1
0x4FfD0A59a26cB2Aa76D403215e4cC2845C053994,1,1,477101,1431304,1,1
0x05592660Cf7c458a5292E9F6A902445D0705010D,1,1,460849,1382549,1,1
0xe3Cd03a78f302eF1DfEc4D589D7EAD806eea37d3,1,1,455977,1367932,1,1
0x245c2a4a71cc20E4cf48eE0c553759c2d5De9599,1,1,453009,1359027,1,1
0xD1089037d2f106C1E2FdF5C9431ffCfF248E4ad1,1,1,430102,1290308,1,1
0xfe6bB40Eb9e7B6cC8E01c98885fA0c84C5CFf8B4,1,1,426905,1280715,1,1
0xAeF5243B0a9ECfaeB432929D13E000779feA5ee4,1,1,419740,1259222,1,1
0xFD8AD05AFA668f2BfE3d190f981Bbbb2F3dF08cA,1,1,418097,1254291,1,1
0x56052e031300286D0e88dc31984057922Ee15112,1,1,407573,1222721,1,1
0xb70Fca7df64357526Ff18f34233Ecf2d194B047f,1,1,405201,1215603,1,1
0xdaCa8Ee6E40ABcef1b1908deF3D0b6311dB1D28c,1,1,404997,1214993,1,1
0xF0F4AB748E4EEB82497b709ff37cD07Fa56C5459,1,1,391914,1175742,1,1
0x823193aC72ef2aB9Fc24E64e6C90AE6291e83A11,1,1,376611,1129833,1,1
0xfF536f23D12C103bde620BC301be1296239053F7,1,1,376561,1129683,1,1
0x6120ebE34899A4148adE9C542C78f025B5d26B95,1,1,373155,1119466,1,1
0xF373359a8A2D828a7b165887d2a27218fDAF6200,1,1,368864,1106594,1,1
0x9d63b3D1FA1bD911e7A38B4dfd52F58E10264Da5,1,1,368171,1104513,1,1
0xb6cA4394Ec0cfFCEfd9dF3ad99748fbf2Aef29B1,1,1,363052,1089156,1,1
0xB636c64FA89CfC80392B9b668364Ac9cd5D31B5A,1,1,362197,1086593,1,1
0x5Cb6b87335016158c99187d4B5975e4Ab7Cb68Fc,1,1,348838,1046514,1,1
0x1c07bC8F3A45918a18877F3C6D83bf9212037703,1,1,348497,1045493,1,1
0x460E8638bbafdc5E855Fb71e2b0feD6aCDd2e451,1,1,335836,1007510,1,1
0x0D59993A00784fe07B0fB1C45e3E068fd5DD2F6E,1,1,329153,987459,1,1
0x942f7e9166673588C94D74956bBAd58D802e6D7F,1,1,321975,965925,1,1
0x7Be5D302bE7592A3763d087369355d762FB61739,1,1,319193,957580,1,1
0x4FC00a81FDF496077AEeC36ef3cF9A87248ec2b8,1,1,311170,933512,1,1
0x3396B5B039D6a21604d7089F61077855039d02F2,1,1,308711,926135,1,1
0x45483Dff8894877beD0942965d27A8c535B8013B,1,1,304870,914611,1,1
0xa232A7Da82393e54814cBe251D9dD965F7Ac816c,1,1,298320,894962,1,1
0x800A405c2C4d77D73Dc22CDaDd2A738aAc25F58F,1,1,287595,862787,1,1
0xBd087f12F9Cd78BF47E26ec7f2b85B46CFd07778,1,1,286277,858832,1,1
0x4bC9611bBD793FB76B6E69CBfDAE254f13F4841e,1,1,282573,847720,1,1
0xd17068B7772eF3c19311E6D7cF38992248A475A3,1,1,277033,831099,1,1
0x1B658411B71a22F03947d134104a3a890cDC4E7D,1,1,274813,824439,1,1
