address,amount0,amount1,amount2,amount3,amount4,amount5
0x600C3469Ec979c04DFcf6b1589A54fAd37a070Af,1,1,1720243,5160729,1,1
0x804bF03332C09B3cd241659Bb35D4Ee62F51FCFC,1,1,1716390,5149172,1,1
0x1B4bA0070EA4eb13c8E02de2F37193622bbb31a3,1,1,1680385,5041155,1,1
0xc551989B4E7cCebBfa80aF5DD7B5B82b3bBeE61F,1,1,1635438,4906314,1,1
0x11dCf7cd0C5Ee5259bB657c212b4bc43F452058B,1,1,1622308,4866924,1,1
0x72615e276AF03038521d7D22746519DDC3110218,1,1,1554986,4664959,1,1
0x2AAf828ef1960DFc069614f080780B888f9F6D2d,1,1,1502978,4508934,1,1
0xEA8a5f187d3249a551D6A8a4a0841f6057c5c99d,1,1,1499724,4499173,1,1
0xcA63A1eaE2faCe6EB858D30554DA0363716489c9,1,1,1460754,4382264,1,1
0xfEC442D155a5E1283d1687f9e4E14fA704AE326F,1,1,1451288,4353864,1,1
0x219D468b8Fd2540Ad0E68c5d7Cb833fE26Ae124C,1,1,1370374,4111124,1,1
0xe6b789cd2F41d29Cd0D9C3825AF36Ecb57d9c761,1,1,1350480,4051442,1,1
0xDb887A95b966Efa64b1455a33897f950F4487D74,1,1,1316259,3948777,1,1
0x2a9e249B495a759890372120AC4c1323BbD28746,1,1,1312426,3937278,1,1
0x7bAbeA4aBA25659FA9212de3E1970239c22496cE,1,1,1298102,3894308,1,1
0x62D497A6deCc095Dd22eD23C4C016B1DEd46F15A,1,1,1280891,3842675,1,1
0xa3cc3187D564eC13de6300c831305AD137c30F19,1,1,1280197,3840591,1,1
0x27A75312276083d55Cf8e4928cb075805b5827EB,1,1,1277650,3832951,1,1
0x9b377Cd06E04D777D76696883381D15a198eAcc4,1,1,1269057,3807173,1,1
0xD3553715f4B566aA5ce9fe1a6c66773C5542AC59,1,1,1252816,3758448,1,1
0x18B912C4d316f0c5B77349B8fd09A469B525721B,1,1,1248055,3744165,1,1
0x3Fd75aC1BC260CDCE081EE795F9a0635bdc1353C,1,1,1192291,3576875,1,1
0x96dDF0cb50A0C200f028B11E1e5E0249D7d3f0fA,1,1,1134304,3402914,1,1
0x870C93f00114C770ECCaD4ddee783Ae34273FeF6,1,1,1130550,3391650,1,1
0x9641a0EE5ad39754F10732BDC0C1dCdb5Ce2E94f,1,1,1098388,3295164,1,1
0x3E7515aF35F37afaBb35b49Bb018780145408F18,1,1,1072111,3216333,1,1
0x0D83045F84E254D67D889759b6bbc2D5d81117d8,1,1,1039010,3117032,1,1
0x109E5D204AAD83746EC933fbC3B7f90Dbe7D0915,1,1,1029970,3089912,1,1
0x8100CB43822609b7E285a42B63AC0f66Ea46D2cD,1,1,982575,2947726,1,1
0x258302D09995A71B185097738a46Ec2095b9197f,1,1,959772,2879318,1,1
0x384Ff4cD8eaBCC2765f215f695fE21C1eC426681,1,1,898591,2695775,1,1
0x05bea7a4Ac97f4FE8E7957283c1764f2A82B5bba,1,1,882680,2648040,1,1
0x89D590f5e72ff3d671190E227e175623Fe091c1a,1,1,857209,2571627,1,1
0x6E56147a2824D36487c36a502A498ac7cC31A431,1,1,851229,2553687,1,1
0xeE0A2928f82a2B214F4343E7e5d2a671c640D63a,1,1,828936,2486808,1,1
0x53ba0152BD30A475BC63C686D69af40881ABA382,1,1,697571,2092713,1,1
0x84bc1456b67Df7Eb654114926D289FC4a8b220FE,1,1,694783,2084349,1,1
0x13Fde166B5612e23fC968CFE48ab45059C7db195,1,1,660224,1980674,1,1
0x3dfbcB4A7c1864E4b76C4529F91Da059462F8781,1,1,653860,1961582,1,1
0x38dEfBF1d813b1CF69f3291a5D7b05F0AAEef49A,1,1,647704,1943112,1,1
0xd0Ff89e13526cB3AC7ad84DdE257d508e401A0e3,1,1,646738,1940216,1,1
0x2d4367455a7b2D83e73A27B0491FCD06c4b8625e,1,1,641273,1923819,1,1
0x4952140597609055F7b3AFF485D99301Baa34590,1,1,627648,1882945,1,1
0xf561E4495E1E9c306009cccA647eF4b802B5F39B,1,1,613002,1839008,1,1
0x59B2A6b78Cb66957645F74d6d256f29c6f66E275,1,1,611542,1834626,1,1
0x3d09D832600F00E561BBCF14609bc2bA92b618dF,1,1,544434,1633303,1,1
0xA5A15BFE7229cE91103bfF9d135869b07AEdC5C9,1,1,537258,1611775,1,1
0x7D44441b5368f80681F4452aFFa26e1413B02eF5,1,1,522784,1568353,1,1
0x7582D37826dd1984Ae9Cc418CeFcb4C13e51998F,1,1,515716,1547148,1,1
0x846F3c65dF2Ecb3fC2287f60409FA9DD66A92FEc,1,1,498685,1496056,1,1
0x476532f086041DE9a07594Cb6a2948A66a4dA001,1,1,487967,1463901,1,1
0x29d1FdDFca4a6a84Ce0A0710e6c7824f56Ef47B8,1,1,458096,1374288,1,1
0x9b507D7B98C6156B37af70087CBf51D9815A1940,1,1,457244,1371734,1,1
0x7b5fF8Fe32234B2ce96BaE62E003407a20aE9739,1,1,453055,1359165,1,1
0x9E54d4B157c5CCd12b444bE5E1E59386A79710e2,1,1,436087,1308263,1,1
0x38Ebeabbc9bd3B347Cc739b43b49274D22d2872B,1,1,401151,1203454,1,1
0xD927cE147f098cE634301e6c4281541b1939a132,1,1,390342,1171026,1,1
0xD3DE7aD0C98ba6078b5d1E4bd7E9c138B2732B87,1,1,388587,1165761,1,1
0xF2cA23C127248B41cd4b7faFF0a48714E659934f,1,1,379217,1137653,1,1
0xBEF40C3abAd232b8fC73961E35929Fa2112E6a0d,1,1,353537,1060612,1,1
0x4f87A5e57097937489b9B628d1B71997fbF734f0,1,1,336726,1010180,1,1
0x60e9A1Cc33D01F1BE05A95eA0Ad21A447A13fAda,1,1,335857,1007572,1,1
0x0aA66aD1f5cf0A257be48511766C11Ce49394f66,1,1,320582,961747,1,1
0x0eDbe9981030A79dEecD423320edBd7B49ad6022,1,1,294563,883690,1,1
0x97961891875c38F1e8229eDB6371b9Ec1fe38c3C,1,1,286345,859036,1,1
